HTNO,SUBJECT_CODE,SUBJECT_NAME,INTERNALMARKS,EXTERNALMARKS,TOTALMARKS,GRADE,GRADE_POINTS,CREDITS
24Q61A05E9,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,33,53,86,A+,9,1
24Q61A05E9,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,46,0,46,O,10,1
24Q61A05E9,18113,ENGINEERING CHEMISTRY LABORATORY,32,50,82,A+,9,1
24Q61A05E9,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,34,52,86,A+,9,1
24Q61A05E9,181AB,BASIC ELECTRICAL ENGINEERING,35,12,47,F,0,0
24Q61A05E9,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,34,4,38,F,0,0
24Q61A05E9,181AJ,ENGINEERING CHEMISTRY,31,21,52,B,6,4
24Q61A05E9,181AN,MATRICES AND CALCULUS,35,9,44,F,0,0
24Q61A05E9,181AP,PROGRAMMING FOR PROBLEM SOLVING,32,3,35,F,0,0
24Q61A05F0,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,36,53,89,A+,9,1
24Q61A05F0,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05F0,18113,ENGINEERING CHEMISTRY LABORATORY,34,55,89,A+,9,1
24Q61A05F0,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,50,86,A+,9,1
24Q61A05F0,181AB,BASIC ELECTRICAL ENGINEERING,34,28,62,B+,7,2
24Q61A05F0,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,37,27,64,B+,7,3
24Q61A05F0,181AJ,ENGINEERING CHEMISTRY,37,27,64,B+,7,4
24Q61A05F0,181AN,MATRICES AND CALCULUS,36,32,68,B+,7,4
24Q61A05F0,181AP,PROGRAMMING FOR PROBLEM SOLVING,33,23,56,B,6,3
24Q61A05F1,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,32,48,80,A+,9,1
24Q61A05F1,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05F1,18113,ENGINEERING CHEMISTRY LABORATORY,36,54,90,O,10,1
24Q61A05F1,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,55,91,O,10,1
24Q61A05F1,181AB,BASIC ELECTRICAL ENGINEERING,29,21,50,B,6,2
24Q61A05F1,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,33,23,56,B,6,3
24Q61A05F1,181AJ,ENGINEERING CHEMISTRY,25,21,46,C,5,4
24Q61A05F1,181AN,MATRICES AND CALCULUS,27,26,53,B,6,4
24Q61A05F1,181AP,PROGRAMMING FOR PROBLEM SOLVING,26,7,33,F,0,0
24Q61A05F2,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05F3,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,30,50,80,A+,9,1
24Q61A05F3,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05F3,18113,ENGINEERING CHEMISTRY LABORATORY,34,52,86,A+,9,1
24Q61A05F3,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,35,54,89,A+,9,1
24Q61A05F3,181AB,BASIC ELECTRICAL ENGINEERING,35,11,46,F,0,0
24Q61A05F3,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,32,10,42,F,0,0
24Q61A05F3,181AJ,ENGINEERING CHEMISTRY,24,8,32,F,0,0
24Q61A05F3,181AN,MATRICES AND CALCULUS,34,12,46,F,0,0
24Q61A05F3,181AP,PROGRAMMING FOR PROBLEM SOLVING,27,10,37,F,0,0
24Q61A05F4,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,38,57,95,O,10,1
24Q61A05F4,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05F4,18113,ENGINEERING CHEMISTRY LABORATORY,35,54,89,A+,9,1
24Q61A05F4,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,35,57,92,O,10,1
24Q61A05F4,181AB,BASIC ELECTRICAL ENGINEERING,39,23,62,B+,7,2
24Q61A05F4,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,36,23,59,B,6,3
24Q61A05F4,181AJ,ENGINEERING CHEMISTRY,35,31,66,B+,7,4
24Q61A05F4,181AN,MATRICES AND CALCULUS,39,25,64,B+,7,4
24Q61A05F4,181AP,PROGRAMMING FOR PROBLEM SOLVING,31,23,54,B,6,3
24Q61A05F5,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,32,51,83,A+,9,1
24Q61A05F5,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,46,0,46,O,10,1
24Q61A05F5,18113,ENGINEERING CHEMISTRY LABORATORY,38,59,97,O,10,1
24Q61A05F5,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,38,55,93,O,10,1
24Q61A05F5,181AB,BASIC ELECTRICAL ENGINEERING,37,21,58,B,6,2
24Q61A05F5,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,31,9,40,F,0,0
24Q61A05F5,181AJ,ENGINEERING CHEMISTRY,33,26,59,B,6,4
24Q61A05F5,181AN,MATRICES AND CALCULUS,38,30,68,B+,7,4
24Q61A05F5,181AP,PROGRAMMING FOR PROBLEM SOLVING,32,11,43,F,0,0
24Q61A05F6,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,35,50,85,A+,9,1
24Q61A05F6,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05F6,18113,ENGINEERING CHEMISTRY LABORATORY,35,54,89,A+,9,1
24Q61A05F6,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,52,88,A+,9,1
24Q61A05F6,181AB,BASIC ELECTRICAL ENGINEERING,30,9,39,F,0,0
24Q61A05F6,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,36,0,36,F,0,0
24Q61A05F6,181AJ,ENGINEERING CHEMISTRY,26,8,34,F,0,0
24Q61A05F6,181AN,MATRICES AND CALCULUS,29,6,35,F,0,0
24Q61A05F6,181AP,PROGRAMMING FOR PROBLEM SOLVING,27,9,36,F,0,0
24Q61A05F7,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,35,50,85,A+,9,1
24Q61A05F7,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,48,0,48,O,10,1
24Q61A05F7,18113,ENGINEERING CHEMISTRY LABORATORY,34,53,87,A+,9,1
24Q61A05F7,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,53,89,A+,9,1
24Q61A05F7,181AB,BASIC ELECTRICAL ENGINEERING,28,21,49,C,5,2
24Q61A05F7,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,33,4,37,F,0,0
24Q61A05F7,181AJ,ENGINEERING CHEMISTRY,27,9,36,F,0,0
24Q61A05F7,181AN,MATRICES AND CALCULUS,28,9,37,F,0,0
24Q61A05F7,181AP,PROGRAMMING FOR PROBLEM SOLVING,25,7,32,F,0,0
24Q61A05F8,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,20,50,70,A,8,1
24Q61A05F8,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,46,0,46,O,10,1
24Q61A05F8,18113,ENGINEERING CHEMISTRY LABORATORY,20,52,72,A,8,1
24Q61A05F8,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,20,47,67,B+,7,1
24Q61A05F8,181AB,BASIC ELECTRICAL ENGINEERING,36,21,57,B,6,2
24Q61A05F8,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,31,3,34,F,0,0
24Q61A05F8,181AJ,ENGINEERING CHEMISTRY,27,8,35,F,0,0
24Q61A05F8,181AN,MATRICES AND CALCULUS,30,6,36,F,0,0
24Q61A05F8,181AP,PROGRAMMING FOR PROBLEM SOLVING,26,4,30,F,0,0
24Q61A05F9,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,39,58,97,O,10,1
24Q61A05F9,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05F9,18113,ENGINEERING CHEMISTRY LABORATORY,34,59,93,O,10,1
24Q61A05F9,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,40,60,100,O,10,1
24Q61A05F9,181AB,BASIC ELECTRICAL ENGINEERING,38,33,71,A,8,2
24Q61A05F9,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,40,30,70,A,8,3
24Q61A05F9,181AJ,ENGINEERING CHEMISTRY,39,52,91,O,10,4
24Q61A05F9,181AN,MATRICES AND CALCULUS,40,60,100,O,10,4
24Q61A05F9,181AP,PROGRAMMING FOR PROBLEM SOLVING,37,32,69,B+,7,3
24Q61A05G0,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,30,49,79,A,8,1
24Q61A05G0,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,48,0,48,O,10,1
24Q61A05G0,18113,ENGINEERING CHEMISTRY LABORATORY,34,55,89,A+,9,1
24Q61A05G0,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,37,52,89,A+,9,1
24Q61A05G0,181AB,BASIC ELECTRICAL ENGINEERING,35,8,43,F,0,0
24Q61A05G0,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,39,26,65,B+,7,3
24Q61A05G0,181AJ,ENGINEERING CHEMISTRY,35,21,56,B,6,4
24Q61A05G0,181AN,MATRICES AND CALCULUS,37,23,60,B+,7,4
24Q61A05G0,181AP,PROGRAMMING FOR PROBLEM SOLVING,33,12,45,F,0,0
24Q61A05G1,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,38,50,88,A+,9,1
24Q61A05G1,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05G1,18113,ENGINEERING CHEMISTRY LABORATORY,20,58,78,A,8,1
24Q61A05G1,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,38,57,95,O,10,1
24Q61A05G1,181AB,BASIC ELECTRICAL ENGINEERING,35,25,60,B+,7,2
24Q61A05G1,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,32,24,56,B,6,3
24Q61A05G1,181AJ,ENGINEERING CHEMISTRY,37,25,62,B+,7,4
24Q61A05G1,181AN,MATRICES AND CALCULUS,36,23,59,B,6,4
24Q61A05G1,181AP,PROGRAMMING FOR PROBLEM SOLVING,33,28,61,B+,7,3
24Q61A05G2,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,39,58,97,O,10,1
24Q61A05G2,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05G2,18113,ENGINEERING CHEMISTRY LABORATORY,34,59,93,O,10,1
24Q61A05G2,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,40,60,100,O,10,1
24Q61A05G2,181AB,BASIC ELECTRICAL ENGINEERING,39,28,67,B+,7,2
24Q61A05G2,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,40,26,66,B+,7,3
24Q61A05G2,181AJ,ENGINEERING CHEMISTRY,39,33,72,A,8,4
24Q61A05G2,181AN,MATRICES AND CALCULUS,40,38,78,A,8,4
24Q61A05G2,181AP,PROGRAMMING FOR PROBLEM SOLVING,33,36,69,B+,7,3
24Q61A05G3,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,20,45,65,B+,7,1
24Q61A05G3,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05G3,18113,ENGINEERING CHEMISTRY LABORATORY,32,48,80,A+,9,1
24Q61A05G3,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,20,44,64,B+,7,1
24Q61A05G3,181AB,BASIC ELECTRICAL ENGINEERING,23,4,27,F,0,0
24Q61A05G3,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,26,0,26,F,0,0
24Q61A05G3,181AJ,ENGINEERING CHEMISTRY,21,6,27,F,0,0
24Q61A05G3,181AN,MATRICES AND CALCULUS,23,4,27,F,0,0
24Q61A05G3,181AP,PROGRAMMING FOR PROBLEM SOLVING,20,4,24,F,0,0
24Q61A05G4,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,25,45,70,A,8,1
24Q61A05G4,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,48,0,48,O,10,1
24Q61A05G4,18113,ENGINEERING CHEMISTRY LABORATORY,35,49,84,A+,9,1
24Q61A05G4,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,32,50,82,A+,9,1
24Q61A05G4,181AB,BASIC ELECTRICAL ENGINEERING,36,21,57,B,6,2
24Q61A05G4,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,31,23,54,B,6,3
24Q61A05G4,181AJ,ENGINEERING CHEMISTRY,26,6,32,F,0,0
24Q61A05G4,181AN,MATRICES AND CALCULUS,29,23,52,B,6,4
24Q61A05G4,181AP,PROGRAMMING FOR PROBLEM SOLVING,25,21,46,C,5,3
24Q61A05G5,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,30,55,85,A+,9,1
24Q61A05G5,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05G5,18113,ENGINEERING CHEMISTRY LABORATORY,35,52,87,A+,9,1
24Q61A05G5,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,35,53,88,A+,9,1
24Q61A05G5,181AB,BASIC ELECTRICAL ENGINEERING,24,21,45,C,5,2
24Q61A05G5,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,37,23,60,B+,7,3
24Q61A05G5,181AJ,ENGINEERING CHEMISTRY,32,21,53,B,6,4
24Q61A05G5,181AN,MATRICES AND CALCULUS,40,27,67,B+,7,4
24Q61A05G5,181AP,PROGRAMMING FOR PROBLEM SOLVING,33,21,54,B,6,3
24Q61A05G6,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,36,50,86,A+,9,1
24Q61A05G6,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,48,0,48,O,10,1
24Q61A05G6,18113,ENGINEERING CHEMISTRY LABORATORY,20,55,75,A,8,1
24Q61A05G6,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,55,91,O,10,1
24Q61A05G6,181AB,BASIC ELECTRICAL ENGINEERING,35,23,58,B,6,2
24Q61A05G6,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,31,3,34,F,0,0
24Q61A05G6,181AJ,ENGINEERING CHEMISTRY,33,21,54,B,6,4
24Q61A05G6,181AN,MATRICES AND CALCULUS,39,25,64,B+,7,4
24Q61A05G6,181AP,PROGRAMMING FOR PROBLEM SOLVING,33,21,54,B,6,3
24Q61A05G7,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,30,49,79,A,8,1
24Q61A05G7,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05G7,18113,ENGINEERING CHEMISTRY LABORATORY,39,54,93,O,10,1
24Q61A05G7,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,35,52,87,A+,9,1
24Q61A05G7,181AB,BASIC ELECTRICAL ENGINEERING,31,21,52,B,6,2
24Q61A05G7,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,33,3,36,F,0,0
24Q61A05G7,181AJ,ENGINEERING CHEMISTRY,35,21,56,B,6,4
24Q61A05G7,181AN,MATRICES AND CALCULUS,32,8,40,F,0,0
24Q61A05G7,181AP,PROGRAMMING FOR PROBLEM SOLVING,32,21,53,B,6,3
24Q61A05G8,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,35,54,89,A+,9,1
24Q61A05G8,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05G8,18113,ENGINEERING CHEMISTRY LABORATORY,34,53,87,A+,9,1
24Q61A05G8,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,38,55,93,O,10,1
24Q61A05G8,181AB,BASIC ELECTRICAL ENGINEERING,38,21,59,B,6,2
24Q61A05G8,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,36,24,60,B+,7,3
24Q61A05G8,181AJ,ENGINEERING CHEMISTRY,34,24,58,B,6,4
24Q61A05G8,181AN,MATRICES AND CALCULUS,34,21,55,B,6,4
24Q61A05G8,181AP,PROGRAMMING FOR PROBLEM SOLVING,32,27,59,B,6,3
24Q61A05G9,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,29,48,77,A,8,1
24Q61A05G9,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,46,0,46,O,10,1
24Q61A05G9,18113,ENGINEERING CHEMISTRY LABORATORY,20,52,72,A,8,1
24Q61A05G9,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,33,48,81,A+,9,1
24Q61A05G9,181AB,BASIC ELECTRICAL ENGINEERING,34,10,44,F,0,0
24Q61A05G9,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,31,4,35,F,0,0
24Q61A05G9,181AJ,ENGINEERING CHEMISTRY,26,21,47,C,5,4
24Q61A05G9,181AN,MATRICES AND CALCULUS,26,3,29,F,0,0
24Q61A05G9,181AP,PROGRAMMING FOR PROBLEM SOLVING,26,11,37,F,0,0
24Q61A05H0,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,30,54,84,A+,9,1
24Q61A05H0,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05H0,18113,ENGINEERING CHEMISTRY LABORATORY,34,50,84,A+,9,1
24Q61A05H0,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,35,52,87,A+,9,1
24Q61A05H0,181AB,BASIC ELECTRICAL ENGINEERING,36,21,57,B,6,2
24Q61A05H0,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,34,21,55,B,6,3
24Q61A05H0,181AJ,ENGINEERING CHEMISTRY,32,24,56,B,6,4
24Q61A05H0,181AN,MATRICES AND CALCULUS,36,21,57,B,6,4
24Q61A05H0,181AP,PROGRAMMING FOR PROBLEM SOLVING,28,21,49,C,5,3
24Q61A05H1,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,37,52,89,A+,9,1
24Q61A05H1,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05H1,18113,ENGINEERING CHEMISTRY LABORATORY,32,51,83,A+,9,1
24Q61A05H1,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,53,89,A+,9,1
24Q61A05H1,181AB,BASIC ELECTRICAL ENGINEERING,35,21,56,B,6,2
24Q61A05H1,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,35,21,56,B,6,3
24Q61A05H1,181AJ,ENGINEERING CHEMISTRY,32,21,53,B,6,4
24Q61A05H1,181AN,MATRICES AND CALCULUS,36,21,57,B,6,4
24Q61A05H1,181AP,PROGRAMMING FOR PROBLEM SOLVING,30,21,51,B,6,3
24Q61A05H2,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,30,50,80,A+,9,1
24Q61A05H2,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05H2,18113,ENGINEERING CHEMISTRY LABORATORY,34,54,88,A+,9,1
24Q61A05H2,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,39,55,94,O,10,1
24Q61A05H2,181AB,BASIC ELECTRICAL ENGINEERING,37,37,74,A,8,2
24Q61A05H2,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,40,32,72,A,8,3
24Q61A05H2,181AJ,ENGINEERING CHEMISTRY,39,42,81,A+,9,4
24Q61A05H2,181AN,MATRICES AND CALCULUS,40,32,72,A,8,4
24Q61A05H2,181AP,PROGRAMMING FOR PROBLEM SOLVING,35,31,66,B+,7,3
24Q61A05H3,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,36,54,90,O,10,1
24Q61A05H3,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05H3,18113,ENGINEERING CHEMISTRY LABORATORY,37,58,95,O,10,1
24Q61A05H3,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,37,55,92,O,10,1
24Q61A05H3,181AB,BASIC ELECTRICAL ENGINEERING,34,23,57,B,6,2
24Q61A05H3,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,39,23,62,B+,7,3
24Q61A05H3,181AJ,ENGINEERING CHEMISTRY,30,24,54,B,6,4
24Q61A05H3,181AN,MATRICES AND CALCULUS,31,12,43,F,0,0
24Q61A05H3,181AP,PROGRAMMING FOR PROBLEM SOLVING,31,24,55,B,6,3
24Q61A05H4,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,25,45,70,A,8,1
24Q61A05H4,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05H4,18113,ENGINEERING CHEMISTRY LABORATORY,30,50,80,A+,9,1
24Q61A05H4,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,20,44,64,B+,7,1
24Q61A05H4,181AB,BASIC ELECTRICAL ENGINEERING,29,4,33,F,0,0
24Q61A05H4,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,33,5,38,F,0,0
24Q61A05H4,181AJ,ENGINEERING CHEMISTRY,21,10,31,F,0,0
24Q61A05H4,181AN,MATRICES AND CALCULUS,23,5,28,F,0,0
24Q61A05H4,181AP,PROGRAMMING FOR PROBLEM SOLVING,30,10,40,F,0,0
24Q61A05H5,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,33,56,89,A+,9,1
24Q61A05H5,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05H5,18113,ENGINEERING CHEMISTRY LABORATORY,20,55,75,A,8,1
24Q61A05H5,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,37,55,92,O,10,1
24Q61A05H5,181AB,BASIC ELECTRICAL ENGINEERING,36,23,59,B,6,2
24Q61A05H5,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,36,23,59,B,6,3
24Q61A05H5,181AJ,ENGINEERING CHEMISTRY,35,23,58,B,6,4
24Q61A05H5,181AN,MATRICES AND CALCULUS,32,24,56,B,6,4
24Q61A05H5,181AP,PROGRAMMING FOR PROBLEM SOLVING,29,22,51,B,6,3
24Q61A05H6,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,35,50,85,A+,9,1
24Q61A05H6,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,48,0,48,O,10,1
24Q61A05H6,18113,ENGINEERING CHEMISTRY LABORATORY,32,54,86,A+,9,1
24Q61A05H6,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,53,89,A+,9,1
24Q61A05H6,181AB,BASIC ELECTRICAL ENGINEERING,35,21,56,B,6,2
24Q61A05H6,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,32,21,53,B,6,3
24Q61A05H6,181AJ,ENGINEERING CHEMISTRY,35,24,59,B,6,4
24Q61A05H6,181AN,MATRICES AND CALCULUS,35,23,58,B,6,4
24Q61A05H6,181AP,PROGRAMMING FOR PROBLEM SOLVING,32,21,53,B,6,3
24Q61A05H7,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,20,40,60,B+,7,1
24Q61A05H7,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05H7,18113,ENGINEERING CHEMISTRY LABORATORY,20,50,70,A,8,1
24Q61A05H7,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,20,48,68,B+,7,1
24Q61A05H7,181AB,BASIC ELECTRICAL ENGINEERING,23,23,46,C,5,2
24Q61A05H7,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,33,12,45,F,0,0
24Q61A05H7,181AJ,ENGINEERING CHEMISTRY,36,27,63,B+,7,4
24Q61A05H7,181AN,MATRICES AND CALCULUS,22,21,43,C,5,4
24Q61A05H7,181AP,PROGRAMMING FOR PROBLEM SOLVING,24,23,47,C,5,3
24Q61A05H8,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,35,50,85,A+,9,1
24Q61A05H8,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A05H8,18113,ENGINEERING CHEMISTRY LABORATORY,36,55,91,O,10,1
24Q61A05H8,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,38,55,93,O,10,1
24Q61A05H8,181AB,BASIC ELECTRICAL ENGINEERING,37,25,62,B+,7,2
24Q61A05H8,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,36,11,47,F,0,0
24Q61A05H8,181AJ,ENGINEERING CHEMISTRY,33,24,57,B,6,4
24Q61A05H8,181AN,MATRICES AND CALCULUS,32,12,44,F,0,0
24Q61A05H8,181AP,PROGRAMMING FOR PROBLEM SOLVING,33,25,58,B,6,3
24Q61A05H9,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,37,50,87,A+,9,1
24Q61A05H9,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,46,0,46,O,10,1
24Q61A05H9,18113,ENGINEERING CHEMISTRY LABORATORY,37,56,93,O,10,1
24Q61A05H9,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,35,52,87,A+,9,1
24Q61A05H9,181AB,BASIC ELECTRICAL ENGINEERING,35,11,46,F,0,0
24Q61A05H9,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,34,6,40,F,0,0
24Q61A05H9,181AJ,ENGINEERING CHEMISTRY,30,21,51,B,6,4
24Q61A05H9,181AN,MATRICES AND CALCULUS,29,7,36,F,0,0
24Q61A05H9,181AP,PROGRAMMING FOR PROBLEM SOLVING,26,10,36,F,0,0
24Q61A05I0,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,35,53,88,A+,9,1
24Q61A05I0,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,46,0,46,O,10,1
24Q61A05I0,18113,ENGINEERING CHEMISTRY LABORATORY,38,57,95,O,10,1
24Q61A05I0,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,55,91,O,10,1
24Q61A05I0,181AB,BASIC ELECTRICAL ENGINEERING,36,21,57,B,6,2
24Q61A05I0,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,34,21,55,B,6,3
24Q61A05I0,181AJ,ENGINEERING CHEMISTRY,31,21,52,B,6,4
24Q61A05I0,181AN,MATRICES AND CALCULUS,32,9,41,F,0,0
24Q61A05I0,181AP,PROGRAMMING FOR PROBLEM SOLVING,29,21,50,B,6,3
24Q61A05I1,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,34,51,85,A+,9,1
24Q61A05I1,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,46,0,46,O,10,1
24Q61A05I1,18113,ENGINEERING CHEMISTRY LABORATORY,36,54,90,O,10,1
24Q61A05I1,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,37,57,94,O,10,1
24Q61A05I1,181AB,BASIC ELECTRICAL ENGINEERING,37,28,65,B+,7,2
24Q61A05I1,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,35,23,58,B,6,3
24Q61A05I1,181AJ,ENGINEERING CHEMISTRY,39,38,77,A,8,4
24Q61A05I1,181AN,MATRICES AND CALCULUS,33,21,54,B,6,4
24Q61A05I1,181AP,PROGRAMMING FOR PROBLEM SOLVING,35,26,61,B+,7,3
24Q61A05I2,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,32,50,82,A+,9,1
24Q61A05I2,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
